ID,Name,Price,Artist,Image URL,Gallery Name,Href,Scrape Date,Ingested
75b2afdfec198624af21ffcc44cbd0f5,"Terrazza, Dusk, 2023","£2,800",Tim Patrick,https://d7hftxdivxxvm.cloudfront.net/?height=353&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FhVcMOIlMi2ceEMgQfH4p4Q%2Flarger.jpg&width=445,155A Gallery,https://www.artsy.net/artwork/tim-patrick-terrazza-dusk,2023-09-07 19:31:54,False
10b02463a3f665173f15deeedf80aee8,"Large Sabino Guisu Skulls Smoke Painting, 2013","US$12,500",Sabino Guisu,https://d7hftxdivxxvm.cloudfront.net/?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FKEJcB9Fj_lBk93AEwdXGUA%2Flarger.jpg&width=445,Palm Beach Modern Gallery,https://www.artsy.net/artwork/sabino-guisu-large-sabino-guisu-skulls-smoke-painting,2023-09-07 19:31:54,False
23e91ad17b57c12631cf0abfb089ec06,"Remover And Seraphim On Glass, 2022","£2,300",Makito Takagi,https://d7hftxdivxxvm.cloudfront.net/?height=626&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FRJugRNvZ2vh4_B4j7GZ3Og%2Flarger.jpg&width=445,Moosey,https://www.artsy.net/artwork/makito-takagi-remover-and-seraphim-on-glass,2023-09-07 19:31:54,False
fa062c4e60f62725a097022e0ccec42c,"Renaissance - large, colourful, gestural abstraction, acrylic on canvas, 1976","US$25,000",Milly Ristvedt,https://d7hftxdivxxvm.cloudfront.net/?height=626&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FRYASA0JnKdWVjzidxFGRWg%2Flarger.jpg&width=445,Oeno Gallery,https://www.artsy.net/artwork/milly-ristvedt-renaissance-large-colourful-gestural-abstraction-acrylic-on-canvas,2023-09-07 19:31:54,False
16ab5f0af4e24a0467e17229b3108fb5,"Dog and Collar, 2022","US$12,000",Jo Smail,https://d7hftxdivxxvm.cloudfront.net/?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZXuZ-olniWvn4CsIw5RsrA%2Flarger.jpg&width=445,Goya Contemporary/Goya-Girl Press,https://www.artsy.net/artwork/jo-smail-dog-and-collar,2023-09-07 19:31:55,False
fe34c80c9be09808e5228fe4c36edd09,"Sans Titre (Untitled), 1966","US$75,000–US$100,000",Roberto Matta,https://d7hftxdivxxvm.cloudfront.net/?height=296&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FaVHKwDmaAMoDcHdbYTr7ZQ%2Flarger.jpg&width=445,Robin Rile Fine Art,https://www.artsy.net/artwork/roberto-matta-sans-titre-untitled-87,2023-09-07 19:31:55,False
77dbbb9d4fa0ed7f320114bda95045d3,"From the Tree in the Island series, 2020","€13,000",Matko Vekic,https://d7hftxdivxxvm.cloudfront.net/?height=511&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FIEpHrU_5C3m3Ne61TkMmyw%2Flarger.jpg&width=445,Artdepot,https://www.artsy.net/artwork/matko-vekic-from-the-tree-in-the-island-series-5,2023-09-07 19:31:55,False
c9c1811304afe643a41cc20e85d0b0d4,"Coupe Nid - Small, 2011","US$66,500",Hervé van der Straeten,https://d7hftxdivxxvm.cloudfront.net/?height=283&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FDQq-2M4k6tADM7-ON569Hg%2Flarge.jpg&width=445,Maison Gerard,https://www.artsy.net/artwork/herve-van-der-straeten-coupe-nid-small,2023-09-07 19:31:55,False
7852b79b3b748070c024ed55dbedaacc,"Skymningslandet Därefter, 2014","€8,500",Love Lundell,https://d7hftxdivxxvm.cloudfront.net/?height=408&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FY5ymPYOXfMyZIfoYjR5_Rw%2Flarger.jpg&width=445,Wetterling Gallery,https://www.artsy.net/artwork/love-lundell-skymningslandet-darefter,2023-09-07 19:31:55,False
fcf973d8a8e3df7b356b7bc660288404,"Pursuing Heaven, 2019","US$38,850",Emily Cheng,https://d7hftxdivxxvm.cloudfront.net/?height=523&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FyfBs3eqYEGjXrwvTtUzvgQ%2Flarger.jpg&width=445,VillageOneArt,https://www.artsy.net/artwork/emily-cheng-pursuing-heaven,2023-09-07 19:31:55,False
